,name,img,description,tags,Cronologia,Materiale e Tecnica,Dimensioni,Collocazione,Inventario,Stato di conservazione,Acquisizione,Ambito Culturale,Specifiche di reperimento,Osservazioni,Dati di scavo,Autore,Dritto,Rovescio,Notizie storico-critiche,Zecca,Url,museumName,Altezza,Diametro,Larghezza,Lunghezza,Profondità,Spessore
687,Paesaggio con arco naturale su un corso d'acqua e figure,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/6869.jpg?itok=g4N5ufeg,"Il paesaggio ha un aspetto impervio e ostile. Su un arco roccioso dei soldati, variamente atteggiati riposano, mentre altre figure emergono faticosamente da un pendio sottostante. Lo sfondo è apenna abbozzato: si profilano dei monti e si intravvede qualche architettura. La gamma cromatica è piuttosto ristretta, dato che sono utilizzate le stesse tinte sia per le rocce sia per le figure.   <br>
Siamo nell'ambito del ""paesaggio barocco o di fantasia"", inaugurato a Napoli nel corso del Seicento da Salvator Rosa. Secondo la poetica barocca la natura suscita in noi delle emozioni, perché si rivela nella sua forza selvaggia e potente, infinitamente superiore all'uomo.       <br>
",['Dipinto'],XVIII sec.,Olio su tela,"Altezza: 150  cm Larghezza: 93,5  cm",,1881,Buono,,,,,,Antonio Marini,,,,,https://padovamusei.it/it/musei/museo-arte-medievale-moderna/collezioni/dipinti/paesaggio-arco-naturale-corso-acqua-figure,museo-arte-medievale-moderna,150,0,93.0,0,0,0
688,Ritratto del doge Paolo Renier,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/9416.jpg?itok=C196ljng,"Il pittore bresciano Ludovico Gallina raffigura il doge Paolo Renier negli abiti rappresentativi della sua alta carica: cappa in ermellino e manto intessuto d'oro lungo fino ai piedi, veste orlata di pelliccia detta dogalina e corno dogale. Lo sfondo è un interno riccamente arredato. L'impostazione del dipinto ripercorre gli schemi consueti della ritrattistica ufficiale del Settecento veneziano. Il gesto che Renier compie con la mano destra è stato interpretato come la volontà di sottolineare che tutta la sua vita è stata spesa al servizio della Repubblica di Venezia.",['Dipinto'],XVIII sec.,Olio su tela,Altezza: 276  cm Larghezza: 164  cm,,640,Buono,Legato,,,,,Ludovico Gallina,,,,,https://padovamusei.it/it/musei/museo-arte-medievale-moderna/collezioni/dipinti/ritratto-doge-paolo-renier,museo-arte-medievale-moderna,276,0,164.0,0,0,0
689,Allegoria della fecondità (Il Bagno di Venere),https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/7970.jpg?itok=YehUc6JQ,"L’Allegoria della fecondità (Il bagno di Venere) raffigura Venere languidamente abbandonata sulla riva del fiume mentre alle sue spalle c'è un gruppo di amorini che giocano. Uno di loro trae la dea dalle acque tramite una lenza improvvisata con una freccia e con una cordicella e così Venere diviene vittima del suo stesso potere. Il soggetto rientra nelle favole mitologiche frequentemente trattate da Carpioni, traduttore in ambito veneto del classicismo di Poussin. <br>
",['Dipinto'],XVII sec.,Olio su tela,Altezza: 68  cm Larghezza: 85  cm,,118,Buono,Legato,,,,,Giulio Carpioni,,,,,https://padovamusei.it/it/musei/museo-arte-medievale-moderna/collezioni/dipinti/allegoria-fecondita-il-bagno-venere,museo-arte-medievale-moderna,68,0,85.0,0,0,0
690,Crocifissione con i due ladroni e le Marie,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/6289.jpg?itok=Lc8s3TdG,"Si tratta di un'opera su pietra nera di straordinaria qualità eseguita da Veronese verso la fine della carriera. Il pittore ha sfruttato con sapienza il fondo buio lasciandolo allo stato naturale e ha isolato le figure di Cristo e dei ladroni con un effetto di intenso e controllato patetismo. Sulla linea dell’orizzonte, tenuta molto bassa, si delinea un paesaggio toccato di un bianco livido, davanti al quale si staglia il gruppo raccolto intorno alla Vergine svenuta. ",['Dipinto'],sec.,Olio su pietra nera,Altezza: 64  cm Larghezza: 38  cm,,447,Buono,,,,,,Paolo Caliari detto Veronese,,,,,https://padovamusei.it/it/musei/museo-arte-medievale-moderna/collezioni/dipinti/crocifissione-due-ladroni-marie,museo-arte-medievale-moderna,64,0,38.0,0,0,0
691,Nano assalito da un gambero e soccorso dai compagni,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/8201.jpg?itok=HNxmQu5o,"Nel dipinto sono presentati un gambero, una rana e una gru che attaccano dei nani, in soccorso dei quali accorrono dei compagni. In secondo piano, sulla destra, un medico e i suoi assistenti praticano un enorme enteroclisma, soluzione per ogni male. <br>
La satira del pittore si appunta soprattutto contro coloro che si vantano di sollevare la gente dai guai in una società in cui i presunti rimedi sono spesso peggiori dei mali.",['Dipinto'],"XVII, fine sec.",Olio su tela,Altezza: 40  cm Larghezza: 54  cm,,830,Buono,,,,,,Faustino Bocchi detto Bamboccio,,,,,https://padovamusei.it/it/musei/museo-arte-medievale-moderna/collezioni/dipinti/nano-assalito-gambero-soccorso-compagni,museo-arte-medievale-moderna,40,0,54.0,0,0,0
692,Pappagallo indovino e un cavadenti,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/9145.jpg?itok=Ais0dPqg,"Nel dipinto alcuni nani si accalcano attorno a un palco: su di esso, mentre un cavadenti esercita la sua arte, un enorme pappagallo predice il futuro attraverso una lunga canna metallica. Ascolta il responso un nobile che siede con la sua dama su un carretto trainato da grossi topi. A destra, in secondo piano, un medico impettito sopraggiunge a cavallo di una lumaca fumando una pipa.<br>
La satira del pittore si appunta soprattutto contro coloro che si vantano di sollevare la gente dai guai: il medico, il cavadenti e tutti gli imbonitori rappresentati dal pappagallo.<br>
",['Dipinto'],XVII sec.,Olio su tela,Altezza: 40  cm Larghezza: 54  cm,,831,Buono,,,,,,Faustino Bocchi detto Bamboccio,,,,,https://padovamusei.it/it/musei/museo-arte-medievale-moderna/collezioni/dipinti/pappagallo-indovino-cavadenti,museo-arte-medievale-moderna,40,0,54.0,0,0,0
693,Corsa dei fantini in Prato della Valle,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/9634.jpg?itok=e8f1zXrw,"L'opera è un prezioso documento dal punto di vista storico, perché dipinta pochi anni prima della trasformazione del grande invaso voluta dal provveditore veneziano Andrea Memmo – coadiuvato nella progettazione dall'architetto Domenico Cerato – per rendere la piazza un monumento su scala urbana. Ripreso a volo d'uccello, lo spazio vuoto del Prato si presenta animato da carrozze, cavalieri e altri personaggi, mentre lungo il perimetro esterno, delimitato da una stecconata e da tribune affollate di spettatori, è in pieno svolgimento la corsa dei fantini. Sulla sinistra vi è un inserto arboreo con un gruppo di gentiluomini in compagnia di una dama a enfatizzare il masso dove è riportata l'iscrizione con la firma del pittore. Nella zona d'angolo a destra Fossati riprende in forte scorcio un gruppo di case dall'alto con un taglio vedutistico moderno.  ",['Dipinto'],XVIII sec.,Olio su tela,Altezza: 120  cm Larghezza: 152  cm,,2877,Buono,,,,,,Giorgio Fossati,,,,,https://padovamusei.it/it/musei/museo-arte-medievale-moderna/collezioni/dipinti/corsa-fantini-prato-valle,museo-arte-medievale-moderna,120,0,152.0,0,0,0
694,Nano in trappola soccorso dai compagni,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/8202.jpg?itok=C8irB8CR,Nella tela alcuni nani tentano di liberare un compagno da un'enorme trappola mentre altri riveriscono un medico che giunge su una rudimentale portantina. Il pittore irride alla presuntuosa superiorità dell'arte medica e all'ingenua fiducia della gente. Dipinti come questo erano graditi dai nobili collezionisti che guardavano con curioso interesse e con distacco ai goffi e grotteschi soggetti rappresentati.   ,['Dipinto'],"XVII, fine sec.",Olio su tela,Altezza: 43  cm Larghezza: 68  cm,,2267,Buono,Legato,,,,,Faustino Bocchi detto Bamboccio,,,,,https://padovamusei.it/it/musei/museo-arte-medievale-moderna/collezioni/dipinti/nano-trappola-soccorso-compagni,museo-arte-medievale-moderna,43,0,68.0,0,0,0
695,Diavolo,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/12113.jpg?itok=tONxCJFS,"Figura di diavolo alato d'oro lavorato a fusione con ali striate di smalto verde e corna in smalto rosso, accovacciato su piedistallo ottagonale a fasce di smalto rosso e nero alternate, sottostante corniola ad intaglio con iniziali LT; doppio anello alla sommità.",['Sigillo'],XIX sec.,Corniola ottagonale; oro; smalto nero; smalto rosso; smalto verde; smaltatura; taglio a piastra,"Altezza: 4,3 cm Lunghezza: 1,5 cm Larghezza: 1,4 cm",,LT 30,Buono,Legato,Padova?,,,,,,,,,https://padovamusei.it/it/http/padovamuseiit/musei/museo-arte-medievale-moderna/collezioni/gioielli/diavolo,museo-arte-medievale-moderna,4,0,1.0,1,0,0
696,Vedute di Padova,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/11965.jpg?itok=5P2-__K5,"gambo d'oro bombato, parzialmente profilato in smalto nero con diamanti, teste di leone cesellate apribili, con occhi di rubino e piccolo anello, di forma trapezoidale ai lati, con sottostante smalto; castone di forma ellittica con fascia profilata in smalto nero con diamanti e griffe; turchese centrale contornata da un giro di diamanti.",['Anello'],XIX sec.,6 diamanti; oro; 4 rubini; smalto nero; smalto trasparente rosso-arancio; turchese; sfaccettatura; smaltatura; taglio a rosetta,"Altezza: 8,7 cm Lunghezza: 1,8 cm Larghezza: 14,2 cm Spessore: 0,8 cm Diametro: 1,7  cm",,LT 345,Buono,Legato,Padova?,,,,,,,,,https://padovamusei.it/it/http/padovamuseiit/musei/museo-arte-medievale-moderna/collezioni/gioielli/vedute-padova,museo-arte-medievale-moderna,8,1,14.0,1,0,0
697,Anello,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/11976.jpg?itok=5QpQvYF4,"Gambo scanalato con motivo a doppia voluta e fila di rubini degradanti al centro e nodo con smeraldo e diamanti ai lati; castone di forma ellittica con fascia a giorno a volute e grani; rubini e smeraldi alternati su fondo oro, inframmezzati da diagonali di diamanti, profilo di diamanti.",['Anello'],XIX sec.,Diamanti; oro; 3 rubini quadrati; 14 rubini rotondi; 6 smeraldi rettangolari; taglio a cabochon; taglio a gradini; taglio a rosa,"Altezza: 5,7 cm Lunghezza: 2,4 cm Larghezza: 1,3 cm Spessore: 0,5 cm Diametro: 1,7 cm",,LT 350,Buono,Legato,Padova?,,,,,,,,,https://padovamusei.it/it/http/padovamuseiit/musei/museo-arte-medievale-moderna/collezioni/gioielli/anello,museo-arte-medievale-moderna,5,1,1.0,2,0,0
698,"Fiore stilizzato a ""giardinetto""",https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/11978.jpg?itok=nhiQRMjR,"fascia liscia con parte superiore a sezione rettangolare, smeraldo e diamante ai lati; rubino, smeraldo e diamanti centrali, con piccolo gambo d'oro.",['Anello'],XIX sec.,5 diamanti; oro; rubino ottagonale; 2 smeraldi ottagonali; taglio a rosetta,"Altezza: 0,5 cm Larghezza: 1 cm Diametro: 2 cm",,LT 358,Buono,Legato,Padova (?),,,,,,,,,https://padovamusei.it/it/http/padovamuseiit/musei/museo-arte-medievale-moderna/collezioni/gioielli/fiore-stilizzato-giardinetto,museo-arte-medievale-moderna,0,2,1.0,0,0,0
699,Testa classica femminile,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/11545.jpg?itok=dEkJrrE8,"Doppio gambo a navetta; piastra d'oro sabbiato di forma quadrata ad angoli smussati con fascia a giorno merlettata; castone centrale di forma ellittica con agata incisa ad altorilievo con testa femminile di profilo destro, contornata da un giro di diamanti e motivo a volute, riccioli e fiori stilizzati a rilievo inframmezzati da diamanti e rubini.<br>
",['Bottoni'],XIX sec.,Oro; 2 agate bianche e bruno-chiare ovali; 8 rubini rotondi; diamanti; taglio a cabochon; taglio a rosetta,"Lunghezza: 2,3 cm Larghezza: 2,3 cm",,LT 149,Buono,Legato,Padova (?),,,,,,,,,https://padovamusei.it/it/http/padovamuseiit/musei/museo-arte-medievale-moderna/collezioni/gioielli/testa-classica-femminile,museo-arte-medievale-moderna,0,0,2.0,2,0,0
700,Iniziali intrecciate JLM (Jacob Leone Maso) con stemma Trieste con gru coronata recante una freccia nel becco,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/11824.jpg?itok=3tzgzAA7,"L'anello presenta: gambo liscio; castone di forma ellittica, girevole, con agata corniola ad intaglio sui due lati. ",['Anello'],XIX sec.,Agata corniola ovale; oro; taglio a piastra,"Lunghezza: 2 cm Larghezza: 1,7 cm Diametro: 1,5 cm",,LT 240,Buono,Legato,Padova?,,,,,,,,,https://padovamusei.it/it/http/padovamuseiit/musei/museo-arte-medievale-moderna/collezioni/gioielli/iniziali-intrecciate-jlm-jacob-leone-maso-stemma-trieste-gru-coronata,museo-arte-medievale-moderna,0,1,1.0,2,0,0
701,Mosca,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/11640.jpg?itok=XVBPOUoN,"ago liscio e inciso a spirale; mosca con corpo di perla scaramazza oblunga con perno fissante un diamante alla base e rubino contornato da un giro di diamanti, testa d'oro liscio e granulato, occhi di rubino, ali di diamante variegate da linee d'oro, zampette d'oro anteriori e posteriori che si uniscono lungo l'asse maggiore di simmetria.",['Spillone'],XIX sec.,Oro; rubino ovale; 2 rubini rotondi; diamanti; perla scaramazza; incastonatura; sfaccettatura; taglio a cabochon; taglio a rosetta; incisione a spirale; granulazione,"Altezza: 6 mm Lunghezza: 7,9 mm Larghezza: 16 mm",,LT 87,Buono,Legato,,,,,,,,,,https://padovamusei.it/it/http/padovamuseiit/musei/museo-arte-medievale-moderna/collezioni/gioielli/mosca,museo-arte-medievale-moderna,6,0,16.0,7,0,0
702,Drago,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/11666.jpg?itok=3sfDbyDR,"ago liscio e inciso a spirale; drago alato d'oro lavorato a fusione, con corpo terminante a freccia, ali di diamanti e rubini e testa con occhi di rubino e diamante alla sommità. Una perla scaramazza a goccia fuoriesce dalle fauci.",['Spillone'],XIX sec.,"Oro; perla scaramazza; 2 rubini; un rubino a triangolo; rubini rotondi e ovali; diamanti; taglio a cabochon; taglio a triangolo, sfaccettatura; incisione a spirale; fusione; incastonatura","Altezza: 10 mm Larghezza: 26,5 mm",,LT 95,Buono,Legato,Padova?,,,,,,,,,https://padovamusei.it/it/http/padovamuseiit/musei/museo-arte-medievale-moderna/collezioni/gioielli/drago,museo-arte-medievale-moderna,10,0,26.0,0,0,0
703,Vaso di stile impero,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/14150.jpg?itok=-_qe6Net,Il vaso presenta base circolare battuta e nodo schiacciato su cui è fissato il corpo con una vite a scomparsa. Nella parte centrale le figure di danzatrici sono lavorate a fusione e applicate su fondo liscio. I manici sono ad ansa in forma di serpente.     ,['Vasi e vasetti'],"XIX, inizio sec.",Argento; cesellatura,Altezza: 37 cm Diametro: 20 cm,,403,Buono,,,,,,Luigi Merlo,,,,,https://padovamusei.it/it/musei/museo-arte-medievale-moderna/collezioni/metalli-armi/vaso-stile-impero,museo-arte-medievale-moderna,37,20,0.0,0,0,0
704,Satiro seduto che beve,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/14155.jpg?itok=x7lrYVHg,Gli inventari del Museo ricordano una base andata perduta decorata da una sottile lamina a ovuli dorata. Il bronzetto presenta infatti tre fori che presumibilmente servivano per fissarlo al basamento: uno sul fondo e due in corrispondenza della parte alta delle zampe.,['Bronzetti'],"XVI, primo quarto sec.",Bronzo patinato (patina bruno scura); tutto tondo,"Altezza: 21,7  cm Larghezza: 16,3 cm Profondità: 17,5 cm",,197,Buono,,,,,,Andrea Briosco detto il Riccio,,,,,https://padovamusei.it/it/musei/museo-arte-medievale-moderna/collezioni/metalli-armi/satiro-seduto-che-beve,museo-arte-medievale-moderna,21,0,16.0,0,17,0
705,La leggitrice,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/19257.jpg?itok=4gg_TlS5,"Scultura in marmo dialogante con altra scultura della collezione Bottacin dello stesso autore ""la Disegnatrice"". Si colloca nel gusto realistico-accademico tipico della fase post neoclassica. ",['SCULTURA'],Sec. XIX sec.,MARMO; MANIFATTURA,Altezza: 119 cm Larghezza: 55 cm Profondità: 77 cm,,130/1874,Buono,Fondo Bottacin,,,,,,,,,,https://padovamusei.it/it/musei/museo-bottacin/collezioni/oggetti-vari/leggitrice,museo-bottacin,119,0,55.0,0,77,0
706,Busto del Doge Paolo Renier,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/19275.jpg?itok=LlsF55Dq,"Il busto che rappresenta il penultimo doge di Venezia Paolo Renier (1701-1789) eletto nel 1779 venne commissionato a Canova da Angelo Querini  (1721-1796) patrizio veneziano.esponente di un gruppo di patrizi sensibili alle idee illuministe, cui non era estraneo il futuro doge. L’opera venne acquista da Nicola Bottacin nel 1864 dall’antiquario padovano Luigi Rizzoli, ma l’antiquario l’aveva ottenuta nel 1861 direttamente da Costantino Querini, nipote del committente, e la scultura aveva il capo separato dal collo e il corno spezzato. Complessa e durata circa due anni la vicenda dell’acquisizione, come ci documenta il carteggio conservato nell'archivio museale, infatti il Bottacin era dubbioso sull’autenticità dell’opera e cauto anche per l’elevata cifra richiestagli.<br>
L’arrivo dell’opera a Trieste venne salutata con estusiasmo dalla critica del tempo infatti il 31 gennaio 1864 il giornale triestino “il Diavoletto” così sottolineava il suo scriveva “ora questo magnifico busto  fu acquistato dal nostro concittadino signo Nicolò Bottacin che lo collocò nella sua amena villa”.<br>
Interessante una sorta di expertise di pugno di Pietro Selvatico per Luigi Rizzoli che identifica la mano canoviana nella scultura che cosi la descrive. “ vi si notano la maniera che il Canova teneva innanzi di andare a Roma… un modellare accurato, morbido, gentile e un’attenzione speciale a rendere, piuttosto gli effetti minuti  e commossi della natura” nello stesso traviamo considerazioni riguardanti la datazione dell’opera, che le fonti indicavano nell’ anno 1776 -tre anni prima dell’elezione a doge del Renier-, <br>
Selvatico indica infatti  “ fra il giorno della proclamazione – 14 gennaio -  e l’ottobre 1779 mese in cui Canova andò per la prima volta a Roma” aggiungendo “ rispetto alla iscrizione Tutela Canovae  è verosimile ve la ponesse il Querini per alludere al patrocinio ch’ebbe ne i suoi primordi il Canova” e il restauro recente lo conferma ad una datazione più vicina a noi.<br>
",['BUSTO'],"Secolo XVIII, seconda metà sec.",TERRACOTTA; MANIFATTURA,Altezza: 80 cm Larghezza: 54 cm Profondità: 22 cm,,31/1874,Mediocre,"Fondo Bottacin, acquisto da antiquario Rizzoli",,,,,,,,,,https://padovamusei.it/it/musei/museo-bottacin/collezioni/oggetti-vari/busto-doge-paolo-renier,museo-bottacin,80,0,54.0,0,22,0
707,Marina con imbarco di emigranti per San Francisco di California,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/18793.jpg?itok=uHHK2DQU,"Marina con imbarco di emigranti per San Francisco di California. Il dipinto ha funzione eminentemente decorativa sia per le dimensioni si a per il soggetto ossia un topos della pittura di impianto locale. Lorenzo Valentino Butti , tornato nel 1835 a vivere a Trieste dopo gli studi accademici,  lavora su commissione di privati senza partecipare alla vita artistica cittadina: cosa questa che gli merita i rimproveri di Francesco dall'Ongaro. In realtà l'etichetta di ""migliarista"" che lo aveva reso noto presso i suoi concittadini dovette, a lungo andare, dispiacere al B. il quale mirò allora ad affermare la propria personalità in un genere unico: quello della pittura di marine. E difatti proprio con tre Marine è presente, nel 1840, all'Esposizione triestina di Belle Arti, che fu la prima mostra a carattere internazionale tenutasi a Trieste. Il viaggio in Francia, Belgio, Olanda, effettuato in tale periodo, è probabilmente da riconnettere a questo desiderio di rinnovamento della propria pittura e si deve credere che i risultati raggiunti siano stati notevoli, tanto che il suo quadro Marina dalle parti di Normandia, presente alla V Esposizione della Società triestina di Belle Arti (1844), fu acquistato dall'imperatore d'Austria Ferdinando I, allora in visita a Trieste. La fama raggiunta gli meritò il titolo di ""I. R. pittore di Corte per soggetti di marina"", titolo che - sollecitato fin dal 1844 - gli venne però ufficialmente conferito solo nel 1847. Con questo riconoscimento sembra tuttavia esaurirsi la fortuna del pittore, sul conto del quale le notizie si fanno, d'ora in poi, sempre più scarse.",['DIPINTO'],XIX sec. sec.,TELA; OLIO,Altezza: 174 cm Larghezza: 115 cm,,34,Buono,Fondo Bottacin,,,,,,,,,,https://padovamusei.it/it/musei/museo-bottacin/collezioni/oggetti-vari/marina-imbarco-emigranti-san-francisco-california,museo-bottacin,174,0,115.0,0,0,0
708,Vedute di Villa Bottacin - Lo chalet svizzero,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/18794.jpg?itok=dLU2mHbk,"Lo chalet svizzero - Alberto Rieger per Nicola Bottacin eseguì un album di 5 acquerelli raffiguranti l’ampio parco situato nella Valle di San Giovanni che accoglieva «una casa svizzera, ed altra a foggia Tirolese contenente un piccolo museo di storia naturale e d’antiquaria, un lago e varj giochi d’acqua». I 5 acquerelli (Prospetto generale, L’abitazione, La parte svizzera, La rovina, Il Castello al cacciatore noto come torre romantica) compaiono citati come proprietà di Bottacin sin dal 1870. Immagini di un’epoca serre stipate di piante esotiche, decine e decine di specie di rose e di camelie. Tale rigoglioso parco, munito di una villa-castello di foggia medievale progettata dal ticinese Giuseppe Bernardi, suscitò l’interesse di Massimiliano che vi si recò personalmente nel 1854 traendone preziosi spunti per la progettazione del parco di Miramare. In competizione con il «paradiso botanico» di Bottacin entrò la villa extraurbana del barone Pasquale Revoltella, la quale compare in una serie di acquerelli sempre di Alberto Rieger di proprietà del Museo Revoltella di Trieste. ",['DIPINTO'],"XIX sec. d.C., terzo quarto sec.",CARTA; ACQUERELLO,Altezza: 37 cm Larghezza: 47 cm,,169/1874,Buono,Fondo Bottacin,,,,,,,,,,https://padovamusei.it/it/musei/museo-bottacin/collezioni/oggetti-vari/vedute-villa-bottacin-chalet-svizzero,museo-bottacin,37,0,47.0,0,0,0
709,Nei paesi del mare ( Aux Pays  de la Mer),https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/18808.jpg?itok=qeVGh9iT,"Trittico in cui appaiono tre differenti scene: al centro la cena serale con le famiglie dei pescatori riunite. La luce viene da una sola lampada centrale. Nella scena di sinistra invece i pescatori su di una barca navigano verso casa. Nella scena di destra cinque donne in riva al mare su di una scogliera attendono, assieme ai figli, il ritorno dei mariti dalla pesca.<br>
Cottet costruisce le sue opere utilizzando una gamma cromatica basata su intensi contrasti chiaroscurali, utilizzando una tavolozza dai toni scuri  e ombrosi mentre i soggetti delle sue scene sono caratterizzati da un marcato realismo, al punto che questo gli valse l'epiteto di pittore dei drammi bretoni.<br>
",['DIPINTO'],"XIX sec. d.C., fine sec.",CARTONE E TELA; OLIO,Altezza: 95 cm Larghezza: 251 cm,,49,Buono,"Acquisto all'Esposizione Internazionale di belle arti di Venezia con legato de Carcassone, Acquisto",,,,,,,,,,https://padovamusei.it/it/musei/museo-bottacin/collezioni/oggetti-vari/paesi-mare-aux-pays-de-mer,museo-bottacin,95,0,251.0,0,0,0
710,Vedute di Villa Bottacin - Il castello al cacciatore,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/18811.jpg?itok=LBEXZ26a,"Il castello al  cacciatore -Alberto Rieger per Nicola Bottacin eseguì un album di 5 acquerelli raffiguranti l’ampio parco situato nella Valle di San Giovanni che accoglieva «una casa svizzera, ed altra a foggia Tirolese contenente un piccolo museo di storia naturale e d’antiquaria, un lago e varj giochi d’acqua». I 5 acquerelli (Prospetto generale, L’abitazione, La parte svizzera, La rovina, Il Castello al cacciatore noto come torre romantica) compaiono citati come proprietà di Bottacin sin dal 1870. Immagini di un’epoca serre stipate di piante esotiche, decine e decine di specie di rose e di camelie. Tale rigoglioso parco, munito di una villa-castello di foggia medievale progettata dal ticinese Giuseppe Bernardi, suscitò l’interesse di Massimiliano che vi si recò personalmente nel 1854 traendone preziosi spunti per la progettazione del parco di Miramare. In competizione con il «paradiso botanico» di Bottacin entrò la villa extraurbana del barone Pasquale Revoltella, la quale compare in una serie di acquerelli sempre di Alberto Rieger di proprietà del Museo Revoltella di Trieste. ",['DIPINTO'],"XIX sec. d.C., secondo quarto sec.",CARTA; ACQUERELLO,Altezza: 34 cm Larghezza: 47 cm,,171/1874,Buono,Fondo Bottacin,,,,,,,,,,https://padovamusei.it/it/musei/museo-bottacin/collezioni/oggetti-vari/vedute-villa-bottacin-il-castello-cacciatore,museo-bottacin,34,0,47.0,0,0,0
711,La giovane vedova - Tristis est anima mea -,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/18813_0.jpg?itok=oMQyA1tB,"Opera del Pittore Cesare Laurenti , il dipinto documenta la tendenza simbolista - verista dell'artista. La figura della giovane vedova sarà ripresa in altre opere dello stesso artista. La prima produzione del Laurenti, databile agli anni Ottanta, presenta ancora infatti un impianto veristico: è una pittura di genere, per stile e contenuti vicina all'opera di Giacomo Favretto, con tratti talvolta bozzettistici nella ripresa della vita quotidiana e di ispirazione sovente popolare come nelle Contadine (1887: Venezia, Ca' Pesaro). Già sul finire del decennio il Laurenti mosse i primi passi verso un'""arte d'idea"", che, superando il naturalismo mimetico, mirava a esprimere in pittura concetti più profondi, simbolici, capaci di andare oltre la pura apparenza del soggetto rappresentato. Uno dei primi esempi del nuovo orientamento del pittore si trova in Frons animi interpres (Trieste, Museo civico Revoltella: acquistato all'esposizione del Circolo artistico a Trieste nel 1890), presentato per la prima volta all'Esposizione nazionale artistica di Venezia del 1887. In quest'opera la componente veristica è ancora fortemente leggibile nella figura della popolana in primo piano, che contrasta con l'atteggiamento dolente della giovane inginocchiata che le sta accanto.",['DIPINTO'],"XIX sec. d.C., fine sec.",TELA; OLIO,Altezza: 128 cm Larghezza: 73 cm,,26,Buono,Acquisto,,,,,,,,,,https://padovamusei.it/it/musei/museo-bottacin/collezioni/oggetti-vari/giovane-vedova-tristis-est-anima-mea,museo-bottacin,128,0,73.0,0,0,0
712,Vedute della Villa Bottacin - Le rovine,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/18814.jpg?itok=Wfh_hvBV,"Le rovine- Alberto Rieger per Nicola Bottacin eseguì un album di 5 acquerelli raffiguranti l’ampio parco situato nella Valle di San Giovanni che accoglieva «una casa svizzera, ed altra a foggia Tirolese contenente un piccolo museo di storia naturale e d’antiquaria, un lago e varj giochi d’acqua». I 5 acquerelli (Prospetto generale, L’abitazione, La parte svizzera, La rovina, Il Castello al cacciatore noto come torre romantica) compaiono citati come proprietà di Bottacin sin dal 1870. Immagini di un’epoca serre stipate di piante esotiche, decine e decine di specie di rose e di camelie. Tale rigoglioso parco, munito di una villa-castello di foggia medievale progettata dal ticinese Giuseppe Bernardi, suscitò l’interesse di Massimiliano che vi si recò personalmente nel 1854 traendone preziosi spunti per la progettazione del parco di Miramare. In competizione con il «paradiso botanico» di Bottacin entrò la villa extraurbana del barone Pasquale Revoltella, la quale compare in una serie di acquerelli sempre di Alberto Rieger di proprietà del Museo Revoltella di Trieste. ",['DIPINTO'],"XIX sec. d.C., terzo quarto sec.",CARTA; ACQUERELLO,Altezza: 29 cm Larghezza: 42 cm,,170/1874,Buono,Fondo Bottacin,,,,,,,,,,https://padovamusei.it/it/musei/museo-bottacin/collezioni/oggetti-vari/vedute-villa-bottacin-rovine,museo-bottacin,29,0,42.0,0,0,0
